,Доп. размер
2619,10
2620,10
2621,10
2622,12
2623,10
2624,10
2625,8
2626,11.2
2627,12
2628,10
2629,10.5
2630,8
2631,8.5
2632,12
2633,11.8
2634,12
2635,9
2636,12
2637,10
2638,10
2639,12
2640,10
2641,15
2642,12
2643,11
2644,10
2645,8
2646,8
2647,12
2648,12
2649,12
2650,10.7
2651,9.1
2652,8
2653,10
2654,12
2655,10
2656,11.5
2657,12
2658,12
2659,8
2660,12
2661,15
2662,10
2663,10
2664,8
2665,7.4
2666,10
2667,12
2668,12
2669,10
2670,10
2671,12
2672,12
2673,8
2674,10.1
2675,11
2676,8
2677,10
2678,12.2
2679,15
2680,13
2681,15
2682,12
2683,13
2684,10
2685,8
2686,12
2687,10
2688,10
2689,8
2690,12
2691,12
2692,12
2693,10
2694,12
2695,12
2696,8.8
2697,11
2698,9
2699,8
2700,12
2701,10
2702,10
2703,11.5
2704,8
2705,10
2706,10
2707,5.4
2708,5.4
2709,12
2710,8
2711,8
2712,6
2713,12
2714,8
2715,8
2716,15
2717,11
2718,10
2719,12
2720,12
2721,14.6
2722,12
2723,10
2724,10
2725,7.4
2726,9.5
2727,8
2728,10
2729,10
2730,12
2731,13.3
2732,10
2733,9
2734,12
2735,8
2736,12
2737,10
2738,9.1
2739,10.1
2740,10
2741,12
2742,8
2743,10
2744,12
2745,11.6
2746,12
2747,10
2748,11
2749,12
2750,12
2751,10
2752,8
2753,10
2754,12
2755,12.2
2756,12
2757,12
2758,10
2759,12
2760,12
2761,8
2762,12
2763,10
2764,9.7
2765,12
2766,10
2767,12
2768,10
2769,12
2770,12
2771,8.34
2772,10
2773,7
2774,12
2775,13.1
2776,12
2777,10.8
2778,10
2779,12
2780,12
2781,8
2782,7
2783,6.7
2784,12
2785,11.5
2786,10
2787,11
2788,11.2
2789,12
2790,10
2791,10
2792,12
2793,8
2794,8
2795,10
2796,11.4
2797,12
2798,10
2799,15
2800,10
2801,12
2802,10
2803,12
2804,8
2805,7.6
2806,8.5
2807,10
2808,10.6
2809,12
2810,16.8
2811,15
2812,8
2813,10
2814,10
2815,8
2816,10.5
2817,10
2818,10
2819,12
2820,9
2821,12
2822,10.7
2823,9.4
2824,12
2825,12
2826,10.5
2827,8
2828,9.2
2829,10
2830,12
2831,10.5
2832,8.58
2833,11
2834,10.5
2835,10
2836,9.5
2837,12
2838,12
2839,8.14
2840,10
2841,8
2842,11.5
2843,10
2844,8
2845,10
2846,8
2847,11.5
2848,12
2849,12
2850,12
2851,8
2852,11
2853,10
2854,12
2855,12
2856,12
2857,9.6
2858,12
2859,9.7
2860,9
2861,9.8
2862,12
2863,8
2864,10
2865,12
2866,10
2867,10
2868,11
2869,10
2870,10.5
2871,10
2872,12
2873,8
2874,12
2875,16.7
2876,6
2877,8.8
2878,8
2879,9.2
2880,12
2881,10
2882,10.8
2883,15
2884,9.3
2885,9.2
2886,12
2887,12
2888,10
2889,12
2890,12
2891,12
2892,10
2893,12
2894,12 с ост.
2895,12
2987,12
3010,12
3022,12
3041,5-12
3042,4-5
3043,5-8
3044,5-12
3082,6
3083,бухты
3084,бухты
3085,6
3086,бухты
3087,бухты
3088,бухты
3089,бухты
3090,бухты
3091,бухты
3092,бухты
3093,бухты
3094,бухты
3095,6
3096,6
3097,бухты
3098,бухты
3099,бухты
3100,бухты
3101,бухты
3102,бухты
3103,6
3104,бухты
3105,бухты
3106,бухты
3107,бухты
3108,бухты
3109,бухты
3110,бухты
3111,6 с н/д
3112,6
3113,11.7
3114,бухты
3115,бухты
3116,бухты
3117,6
3118,бухты
3119,бухты
3120,бухты
3121,бухты
3122,бухты
3123,бухты
3124,6
3125,бухты
3126,бухты
3127,6 с н/д
3128,бухты
3129,6
3130,6
3131,6 с н/д
3132,6
3133,бухты
3134,бухты
3135,6
3136,бухты
3137,6 с н/д
3140,6 с н/д
3142,6 с н/д
3145,6 с н/д
3151,6 с н/д
3154,6
3155,6
3156,6
3157,6
3158,6
3175,6
3176,6 с н/д
3177,6 с н/д
3178,6
3179,2-2.02
3182,1.18
3183,2.51
3184,6
3185,3.06
3186,6
3187,6
3188,0.41
3189,6
3190,6 с н/д
3191,6 с н/д
3193,6
3194,6
3195,6
3196,6
3197,6
3198,6
3199,2.64
3200,6
3202,6 с н/д
3203,6 с н/д
3204,6 с н/д
3205,6
3206,6
3207,6
3208,6
3209,6
3210,6
3211,6
3213,6
3221,6 с н/д
3222,6 с н/д
3224,6
3225,1.54
3226,6
3227,6 с н/д
3229,6
3230,6
3231,6
3232,6
3233,6
3234,6
3235,6
3236,6
3237,6
3238,6
3239,6
3240,6
3241,6
3244,6
3251,6
3252,6
3254,6 с н/д
3255,6
3256,6
3257,6
3258,6 с н/д
3259,6 с н/д
3260,6 с н/д
3261,6 с н/д
3262,6
3263,6
3264,6
3265,6
3286,6 н/д
3287,6
3288,6
3289,6
3290,6
3292,6
3293,6
3295,6
3296,6
3298,6
3320,6
3321,6
3335,6
3336,3
3337,3
3338,3
3339,3
3340,3
3341,3
3342,3
3343,3
3344,3
3458,6 с н/д
3460,6 с н/д
3463,6 с н/д
3466,6 с н/д
3469,6 с н/д
3470,6 с н/д
3485,6 с н/д
3497,6 с н/д
3501,6 с н/д
3503,6 с н/д
3505,6 с н/д
3508,6 с н/д
3510,6 с н/д
3514,6 с н/д
3517,6 с н/д
3523,6
3526,12
3528,6
3531,12
3535,6
3536,6
3537,6
3541,6
3543,6
3544,6
3548,6
3550,6
3570,6
3580,6
3583,6
3588,6
3624,6
3628,6
3633,6
3641,6
3677,3
3678,3
3679,3
3680,3
3681,2-6
3682,2-6
3691,6
3735,0.8
3736,0.8
3737,0.8
3738,0.8
3739,3
3740,3
3741,3
3742,2
3743,3
3744,3
3745,3
3746,3
3747,3
3748,3
3749,3
3750,0.8
3751,0.8
3752,2
3753,2
3754,2
3755,2
3756,2
3757,2
3758,2
3759,2
3761,3
3763,2-6
3764,2-6
3765,2-6
3766,2-6
3767,2-6
3768,2
3769,2-6
3770,2-6
3772,3
3773,6
3793,6
3794,3
3795,3
3796,3
3797,3
3798,3
3799,3
3800,3
3801,3
3802,3
3803,3
3804,3
3805,3
3806,3
3807,3
3808,3
3809,3
3813,6
3815,6
3817,6
3819,6
3821,6
3825,6
3826,6
3831,6
3835,6
3839,6
3843,6
3853,6
3856,6
3857,2.26
3858,6
3859,1.91
3871,6
3872,6
3873,6
3877,12
3880,6
3882,12
3885,6
3888,2
3954,6
3955,6
3957,6
3958,6
3965,6
3967,2
3968,2
3970,0.46
3972,3.58
3973,1.615
3974,2.64
3977,0.99
3979,5.46
3981,0.61
3982,0.06
3983,0.69
3984,1.65
3985,0.47
3987,0.66
3988,3.08
3990,2.21
3991,1.72
3993,0.815
3994,0.96
3995,3.1
3996,0.135
3997,2.01
3998,0.18
4001,0.2
4002,0.6
4003,1.33
4004,4.67
4006,3.145
4007,0.15
4008,0.09
4009,0.9
4012,1
4014,0.055
4015,0.04
4016,0.16
4018,0.27
4019,0.39
4021,0.07
4022,3.12
4023,2.915
4024,0.085
4026,5.23
4028,0.845
4030,1.8
4031,3.37
4032,0.16
4033,2.74
4034,1.5
4035,3.875
4036,0.39
4037,0.57
4039,1.24
4040,0.42
4041,0.76
4042,1.58
4044,2.1
4049,2.16
4050,1.72
4052,2.38
4055,1.51
4056,2.93
4059,0.55
4061,1
4065,3.66
4072,3.64
4075,2.7
4078,2.09
4079,1.515
4080,3.27
4083,2.33
4085,0.505
4086,1.09
4090,2.52
4091,1.52
4093,1.23
4094,0.95
4098,1.205
4099,1.665
4100,0.66
4101,0.57
4103,1.2
4105,2.23
4108,0.195
4109,3.28-4.98
4118,0.3
4119,0.57
4121,0.33
4122,4.51
4123,0.75
4124,0.625
4125,1.75
4126,4.16
4127,0.12
4128,1.83
4129,0.55
4131,0.025
4132,0.785
4139,0.48
4140,0.345
4141,1.48
4142,1.21
4143,2.59
4146,0.29
4148,0.7
4151,1.08
4152,2.39
4153,1.24
4154,2.76
4155,0.25
4156,1.75
4157,1.85
4158,2.05
4161,3
4165,3.05
4166,3.05
4167,3-3.05
4168,3-3.05
4169,3.05
4170,3
4171,3.05
4172,3-3.05
4173,3-3.1
4174,1
4175,1
4176,1
4177,1
4178,3
4179,3.05
4180,3-3.1
4181,6
4182,4.87
4183,6
4186,3-3.1
4187,3-3.1
4188,3-3.1
4189,3
4190,3-3.1
4191,3-3.1
4192,3
4193,3-3.1
4194,3.05
4195,3.05
4196,3-3.1
4197,3-3.1
4198,3-6
4199,2
4200,3.52
4202,3.12
4203,1.32
4204,0.88
4205,2.395
4206,0.71
4207,0.95
4208,2.205
4209,3.97
4210,4.025
4211,4.12
4212,2.18
4213,0.04
4214,0.1
4215,2.43
4216,2.58
4217,2.51
4218,0.865
4219,3.33
4220,0.1
4221,1.17
4222,3.97
4223,3.61
4224,0.26
4226,0.53
4227,1.85
4228,1.13
4229,1.13
4230,0.35
4231,0.365
4232,2.51
4233,0.85
4234,0.59
4235,0.34
4236,0.615
4237,0.285
4239,3.95
4240,0.07
4241,3-3.21
4243,2.36
4245,0.6
4248,2.9
4253,1.3
4254,2
4255,3.29
4258,4.28
4260,0.23
4267,0.21
4274,3.27
4275,0.86
4276,1.4-1.45
4283,6
4284,2-6
4285,2-6
4286,2-6
4287,2-6
4293,6
4294,2-6
4295,2-6
4305,2-6
4306,2-6
4307,2-6
4308,2-6
4313,6
4314,2-6
4315,2-6
4316,2-6
4326,6
4327,2-6
4328,2-6
4329,6
4330,6
4331,2-6
4332,2-6
4333,2-6
4334,2-6
4342,6
4343,2-6
4345,2-6
4346,2-6
4347,2-6
4348,2-6
4350,6
4351,6
4356,2-6
4368,6
4369,2-6
4370,2-6
4375,6
4376,2-6
4377,2-6
4382,2-6
4387,2-6
4388,2-6
4389,2-6
4395,2-6
4397,2-6
4403,2-6
4404,2-6
4405,2-6
4411,2-6
4417,2-6
4418,2-6
4419,2-6
4420,2-6
4426,2-6
4427,2-6
4428,2-6
4433,2-6
4434,2-6
4438,2-6
4443,2-6
4444,2-6
4456,2-6
4457,2-6
4458,2-6
4461,2-6
4463,2-6
4464,2-6
4465,2-6
4472,2-6
4473,2-6
4474,2-6
4475,2-6
4487,2-6
4506,2-6
4507,2-6
4508,2-6
4509,2-6
4510,6 с н/д
4512,6 с н/д
4513,2-6
4518,2-6
4519,4.35
4520,6
4521,4.1 4.17 4.2
4522,1.15
4523,2-6
4524,2-6
4525,2-6
4526,2-6
4527,5.35 5.62 5.65 5.7 5.72 5.8
4528,2-6
4529,2-6
4530,2-6
4531,6
4541,2-6
4542,2-6
4543,6 с н/д
4544,6 с н/д
4545,2-6
4546,2-6
4547,2-6
4555,6 с н/д
4568,6 с н/д
4569,2-6
4570,2-6
4571,5-6
4572,6 с н/д
4573,2-6
4574,2-6
4575,2-6
4576,6 с н/д
4577,6 с н/д
4578,6 с н/д
4579,2-6
4580,5-6
4581,6 с н/д
4582,2-6
4583,2-6
4584,2-6
4585,2-6
4586,6 с н/д
4587,12 с н/д
4588,6 с н/д
4589,6 с н/д
4590,6 с н/д
4591,5-6
4592,6 с н/д
4593,2-6
4596,2-6
4602,6
4603,2-6
4604,2-6
4605,2-6
4606,2-6
4614,6
4617,2-6
4618,2-6
4619,2-6
4625,6
4626,2-6
4627,2-6
4630,2-6
4631,2-6
4640,6
4643,2-6
4644,2-6
4645,2-6
4646,2-6
4648,6
4651,3.55
4652,5.7 6.27 6.13
4654,1.3
4655,1.02
4656,3
4657,6
4658,бухты
4659,3
4660,бухты
4661,4-7
4662,11.75
4663,бухты
4664,11.75
4665,бухты
4666,11.75
4668,11.75
4669,11.75
4670,11.75
4671,11.75
4673,6
4674,4.5-4.7
4676,6
4702,2-6
4703,2-6
4704,3
4705,3
4706,3
4707,3
4708,3
4709,3
4710,3
4711,3
4712,3
4713,3
4714,3
4715,3
4716,3
4717,3
4718,3
4719,3
4720,3
4721,3
4722,3
4723,3
4724,3
4725,3
4726,3
4727,3
4728,3
4729,3
4730,3
4731,3
4732,3
4733,3
4734,3
4735,3
4736,3
4737,3
4738,3
4739,3
4740,3
4741,3
4742,3
4743,3
4744,3
4745,3
4746,3
4747,3
4748,3
4749,3
4750,3
4751,3
4752,3
4753,3
4754,3
4755,3
4756,3
4757,3
4758,3
4760,3
4761,3
4762,3
4763,3
4764,3
4765,3
4766,3
4767,3
4768,3
4769,3
4770,3
4771,3
4772,3
4773,3
4774,3
4776,3
4777,3
4778,3
4779,3
4780,3
4781,3
4782,3
4783,3
4784,3
4785,3
4786,3
4787,3
4788,3
4789,3
4790,3
4791,3
4792,3
4793,3
4794,3
4795,3
4796,3
4797,3
4798,3
4799,3
4800,3
4801,3
4802,3
4803,3
4804,3
4805,3
4806,3
4807,3
4808,3
4809,3
4810,3
4811,3
4812,3
4813,3
4814,3
4815,3
4816,3
4817,6
4818,6
4819,3
4820,3
4821,3
4822,3
4823,3
4824,3
4825,3
4826,3
4827,3
4828,3
4829,3
4830,3
4831,3
4832,3
4833,3
4834,3
4835,3
4836,3
4837,3
4838,3
4839,3
4840,3
4841,3
4842,3
4843,3
4844,3
4845,3
4846,3
4847,3
4848,3
4849,3
4850,3
4851,3
4852,3
4853,3
4854,3
4855,3
4856,3
4857,3
4858,3
4859,3
4860,3
4861,3
4862,3
4863,3
4864,3
4865,3
4866,3
4867,3
4868,3
4869,3
4870,3
4871,3
4872,3
4873,3
4874,3
4875,3
4876,3
4877,3
4878,3
4879,3
4880,3
4881,3
4882,3
4883,3
4884,3
4885,3
4886,3
4887,3
4888,3
4889,3
4890,3
4891,3
4892,3
4893,3.2
4894,3
4895,3
4896,3
4897,3
4898,3
4899,3
4900,3
4901,3
4902,3
4903,3
4904,3
4905,3
4906,3
4907,3
4908,3
4909,3
4910,3
4911,3
4912,3
4913,2-6
4914,3
4915,3
4916,3
4917,3
4918,3
4919,3
4920,3
4921,3
4922,3
4923,3
4924,3
4925,3
4926,3
4927,3
4928,3
4929,3
4930,3
4931,3
4932,3
4933,3
4934,3
4935,1-1.5
4936,1-1.5
4937,1-1.5
4938,3
4939,3
4940,3
4941,3
4963,6
4964,3
4965,1-1.5
4967,1
4968,1
4969,0.8
4970,0.5-0.8
4971,0.5-0.8
4972,0.5-0.8
4973,0.5-0.8
4974,0.5-0.8
4975,0.5-0.8
4976,0.5-0.8
4977,0.5-0.8
4979,0.8
4981,2-6
4985,2-6
4986,2-6
4991,2-6
4992,0.8
4993,0.8
4994,0.8
4995,1
4996,1
4997,1
4998,1-1.5
4999,1
5000,1
5001,0.8
5002,0.8
5003,0.8
5004,0.8
5005,0.8
5006,0.8
5007,0.8
5008,0.8
5009,0.8
5010,0.8
5011,0.8
5012,0.8
5013,0.8
5014,0.8
5015,0.8
5016,0.8
5017,0.8
5018,1
5022,3
5023,3
5024,3
5026,3
5027,3
5029,3
5030,3
5031,3
5032,3
5033,3
5034,3
5035,2.5-3
5036,2.5
5037,3
5038,3
5039,2-3
5040,2.5-3
5041,3
5042,3
5043,3
5044,3
5045,3
5046,3
5047,3
5048,3
5049,3
5050,3
5051,3
5052,3
5053,3
5054,3
5055,3
5056,3
5057,3
5058,3
5059,3
5060,3
5061,3
5062,3
5063,3
5064,3
5065,3
5066,3
5067,3
5069,3
5070,3
5071,3
5073,3
5074,3
5075,3
5076,3
5077,3
5078,3
5079,3
5080,3
5081,3
5083,3
5084,3
5085,3
5086,3
5088,3
5089,3
5090,3
5091,3
5097,3
5099,3
5100,3
5101,2-3
5102,2-3
5103,3
5104,3
5105,3
5106,3
5107,3
5108,3
5109,3
5111,3
5112,3
5113,3
5114,3
5115,3
5116,3
5117,3
5118,3
5119,3
5120,3
5121,3
5122,3
5123,3
5124,3
5147,5-6
5148,2-6
5152,2-6
5168,2-6
5169,2-6
5174,2-6
5176,2-6
5206,2-6
5207,2-6
5262,4-6
5263,2-6
5278,4-6
5336,6 с н/д
5357,6 с н/д
5361,6 с н/д
5363,6 с н/д
5365,6 с н/д
5366,6 с н/д
5368,6 с н/д
5374,6 с н/д
5375,6 с н/д
5376,6 с н/д
5377,6 с н/д
5381,6 с н/д
5408,6 с н/д
5436,6 с н/д
5509,6 с н/д
5511,6 с н/д
5540,2-6
5541,2-6
5545,2-6
5546,2-6
5550,2-6
5556,2-6
5561,1.58
5568,6
5569,6
5572,4-6
5576,2-6
5577,2-6
5579,6
5597,2-6
5598,2-6
5604,2-6
5606,5-6
5611,2-6
5637,11.7
5640,2-6
5646,2-6
5647,2-6
5650,2-6
5661,2-6
5680,2-6
5682,4-6
5688,12
5689,12
5690,12
5691,12
5696,11.7
5700,2-6
5705,11.7
5706,12
5708,12
5709,6
5710,12
5726,5-6
5978,3.463
6350,2.985
6551,3.05
6552,3
6553,3
6554,3
6555,3
6556,3
6557,3
6558,3
6559,3
6560,3
6561,3
6562,3
6563,3
6564,3
6565,3
6566,3
6567,3
6568,3
6569,3
6570,3
6571,3
6572,3
6573,3
6574,3
6575,3
6576,3
6577,3
6578,3
6579,3
6580,3
6581,3
6582,3
6583,3
6584,3
6585,3
6586,3
6587,3
6588,3
6589,3
6590,3
6591,3
6592,3
6593,3
6594,3
6595,3
6596,3
6597,3
6598,3
6599,3
6600,3
6601,3
6602,3
6603,3
6604,3
6605,3
6606,3
6607,3
6608,3
6609,3
6610,3
6611,3
6612,3
6613,3
6614,3
6615,3
6616,3
6617,3
6618,3
6619,3
6620,3
6621,3
6622,3
6623,3
6624,3
6625,3
6626,3
6627,3
6628,3
6629,3
6630,3
6631,3
6632,3
6633,3
6634,3
6635,3
6636,3
6637,3
6638,3
6639,3
6640,3
6641,3
6642,3
6643,3
6644,3
6645,3
6646,3
6647,3
6648,3
6649,3
6650,3
6651,3
6652,3
6653,3
6654,3
6655,3
6656,3
6657,3
6658,3
6659,3
6660,3
6661,3
6662,3
6663,3
6664,3
6665,3
6666,3
6667,3
6668,3
6669,3
6670,1
6671,3
6672,3
6673,3
6674,3
6675,3
6676,3
6677,3
6678,3
6679,3
6680,3
6681,3
6682,3
6683,3
6684,3
6685,3
6686,3
6687,3
6688,3
6689,3
6690,3
6691,3
6692,3
6693,3
6694,3
6695,3
6696,3
6697,3
6698,3
6699,3
6700,3
6701,3
6702,3
6703,3
6704,3
6705,3
6706,3
6707,3
6708,3
6709,3
6710,3
6711,3
6712,3
6713,3
6714,3
6715,3
6716,3
6717,3
6718,3
6719,3
6720,3
6721,3
6722,3
6723,3
6724,3
6725,3
6726,3
6727,3
6737,6
6739,6
6743,6
6745,6
6746,6
6749,6 5
6750,12
6751,12
6752,6
6753,5
6754,6
6762,2-6
6801,2-6
6803,2-6
6825,2-6
6869,2-6
6870,2-6
6901,2-6
6902,2-6
6907,2-6
6908,2-6
6916,2-6
6917,2-6
6927,2-6
6928,2-6
6930,2-6
6937,2-6
6938,2-6
6944,2-6
6945,2-6
6947,2-6
7075,2-6
7077,2-6
7152,2-6
7158,2-6
7161,2-6
7166,2-6
7167,2-6
7169,2-6
7170,2-6
7174,2-6
7175,2-6
7176,2-6
7181,2-6
7182,2-6
7186,2-6
7187,2-6
7191,2-6
7192,2-6
7196,2-6
7197,2-6
7203,2-6
7204,2-6
7206,6
7213,2-6
7215,2-6
7219,2-6
7221,2-6
7227,2-6
7228,2-6
7236,2-6
7237,2-6
7241,2-6
7266,2-6
7294,2-6
7297,2-6
7300,2-6
7302,2-6
7303,2-6
7308,2-6
7313,2-6
7314,2-6
7323,2-6
7326,2-6
7327,2-6
7329,2-6
7334,2-6
7338,2-6
7342,2-6
7354,2-6
7357,2-6
7361,2-6
7362,2-6
7364,6
7396,2-6
7397,2-6
7421,2-6
7422,2-6
7424,2-6
7426,6
7433,2-6
7434,2-6
7436,2-6
7438,2-6
7440,5-6
7448,2-6
7449,2-6
7451,2-6
7470,6
7472,2-6
7473,2-6
7475,6
7482,2-6
7483,2-6
7489,2-6
7490,2-6
7497,2-6
7499,2-6
7505,2-6
7506,2-6
7508,6
7537,2-6
7538,2-6
7540,6
7869,2-6
8034,2-6
8035,2-6
8036,2-6
8341,6
8342,10.9 11
8343,6
8344,6
8345,6
8346,6
8347,6
8348,6
8349,6
8350,6
8351,6
8352,6
8353,5.3
8354,6
8355,6
8356,6
8357,6
8358,6
8359,6
8360,6
8361,6
8362,6
8363,6
8364,6
8365,6
8366,6
8367,6
8368,6
8369,6
8370,5
8371,0.719
8372,6
8373,6
8374,6
8375,5
8376,6
8377,6
8378,6
8379,6
8380,6
8381,6
8382,6
8383,6
8384,6
8385,6
8386,6
8387,6
8388,6
8389,6
8390,6
8391,6
8392,6
8393,6
8394,6
8395,6
8396,7
8397,6
8398,6
8399,6
8400,6
8401,6
8402,6
8403,6
8404,6
8405,6
8406,6
8407,6
8408,6
8409,6
8410,6
8411,6
8412,6
8413,6
8414,6
8415,6
8416,6
8417,6
8418,6
8419,6
8420,6
8421,6
8422,6
8423,6
8424,6
8425,6
8426,6
8427,6
8428,6
8429,8.6
8430,6
8431,6
8432,6
8433,6
8434,6
8435,6
8436,6
8437,6
8438,6
8439,6
8440,6
8441,6
8442,6
8443,6
8444,6
8445,6
8446,6
8447,5.55
8448,6
8449,6
8450,6
8451,6
8452,6
8453,6
8454,6
8455,6
8456,6
8457,6
8458,6
8459,6
8460,6
8461,6
8462,6
8463,6
8464,6
8465,6
8466,6
8467,6
8468,6
8469,6
8470,10.5
8471,6
8472,6
8473,6
8474,6
8475,6
8476,6
8477,6
8478,6
8479,6
8480,6
8481,6
8482,6
8483,6
8484,6
8485,6
8486,6
8487,6
8488,6
8489,6
8490,6
8491,6
8492,6
8493,6
8494,6
8495,6
8496,6
8497,6
8498,6
8499,6
8500,6
8501,6
8502,6
8503,6
8504,6
8505,6
8506,6
8507,6
8508,6
8509,6
8510,6
8511,6
8512,6
8513,6
8514,6
8515,6
8516,6
8517,6
8518,6
8519,6
8520,6
8521,6
8522,6
8523,6
8524,6
8525,6
8526,6
8527,6
8528,6
8529,6
8530,6
8531,6
8532,6
8533,6
8534,6
8535,6
8536,6
8537,6
8538,6
8539,6
8540,6
8541,6
8542,5.1
8543,6
8544,6
8545,6
8546,6
8547,6
8548,6
8549,6
8550,6
8551,6
8552,6
8553,6
8554,6
8555,6
8556,6
8557,6
8558,6
8559,6
8560,6
8561,11.7
8562,6
8563,6
8564,6
8565,6
8566,6
8567,6
8568,6
8569,6
8570,6
8571,6
8572,6
8573,6
8574,6
8575,6
8576,6
8577,6
8578,6
8579,6
8580,6
8581,6
8582,6
8583,6
8584,6
8585,6
8586,6
8587,6
8588,6
8589,6
8590,6
8591,6
8592,6
8593,6
8594,6
8595,6
8596,6
8597,6
8598,6
8599,6
8600,6
8601,6
8602,6
8603,6
8604,6
8605,6
8606,6
8607,6
8608,6
8609,6
8610,6
8611,6
8612,6
8613,6
8614,6
8615,6
8616,6
8617,6
8618,11.7
8619,6
8620,6
8621,6
8622,6
8623,6
8624,6
8625,6
8626,6
8627,6
8628,6
8629,6
8630,6
8631,6
8632,6
8633,6
8634,6
8635,6
8636,6
8637,6
8638,5.7
8639,6
8640,6
8641,6
8642,6
8643,6
8644,6
8645,6
8646,6
8647,6
8648,6
8649,6
8650,6
8651,6
8652,6
8653,6
8654,6
8655,6
8656,6
8657,6
8658,6
8659,6
8660,6
8661,6
8662,5.55
8663,6
8664,5.1
8665,6
8666,6
8667,6
8668,6
8669,6
8670,6
8671,6
8672,6
8673,6
8674,6
8675,6
8676,6
8677,6
8678,6
8679,6
8680,6
8681,6.5
8682,6
8683,6
8684,6.3
8685,6
8686,6
8687,6
8688,6
8689,6
8690,6
8691,6
8692,6
8693,6
8694,6
8695,6
8696,6
8697,6
8698,6
8699,6
8700,6
8701,6
8702,6
8703,6
8704,6
8705,3
8709,3
8710,3
8711,3
8712,3
8713,3
8714,3
8720,3
8722,3
8723,3
8725,3
8726,3
8728,3
8729,3
8730,3
8731,3
8737,3
8738,3
8739,3
8740,3
8741,3
8748,3
8749,3
8750,3
8751,3
8754,3
8755,3
8756,3
8757,3
8758,3
8759,3
8760,3
8762,3
8763,3
8764,3
8765,3
8768,3
8769,3
8770,3
8771,3
8772,3
8773,3
8774,3
8781,3
8782,3
8783,6
8784,3
8791,3
8792,3
8793,3
8794,3
8795,3
8796,3
8797,3
8798,3
8799,3
8802,3
8804,3
8805,3
8806,3
8813,3
8814,3
8815,3
8816,3
8821,3
8823,3
8824,3
8830,3
8831,3
8832,3
8833,3
8834,3
8835,3
8836,3
8837,3
8839,3
8840,3
8845,3
8846,3
8847,3
8848,3
8850,3
8851,3
8862,3
8864,3
8865,3
8873,3
8874,3
8875,3
8876,3
8877,3
8878,3
8882,5-6
8883,4-6
8885,4-6
8889,5-6
8890,4-6
8891,5-6
8893,5-6
8898,5-6
8899,4-6
8900,4-6
8903,4-6
8906,4-6
8907,4-6
8909,4-6
8914,5-6
8915,4-6
8921,5-6
8923,5-6
8926,6
8927,6
8928,4-6
8930,3
8931,3
8935,5-6
8936,6
8937,4-6
8938,5-6
8941,5-6
8943,4-6
8944,6
8945,5-6
8946,4-6
8950,4-6
8953,6
8954,6
8955,6
8957,6
8959,3
8960,3
8961,3
8962,3
8963,3
8964,3
8965,3
8966,3
8967,3
8968,3
8969,3
8970,3
8971,3
8972,3
8973,3
8974,3
8975,3
8976,3
8977,3
8978,3
8979,3
8980,3
8981,3
9053,0.13
9054,0.24
9055,0.18
9056,1.67
9057,0.18
9058,0.09
9059,0.83
9060,1.19
9061,1.15
9062,0.94
9063,1.18
9064,1.24
9065,0.13
9066,0.37
9067,0.12
9068,0.15
9069,1.6
9070,0.12
9071,0.29
9072,0.64
9073,0.18
9074,0.12
9075,0.37
9076,0.57
9077,0.2
9078,0.24
9079,0.24
9080,0.12
9081,0.09
9082,0.54
9083,0.2
9084,0.69
9086,0.08
9091,0.59
9092,0.47
9093,1.82
9094,1.48
9095,0.065
9096,1.42
9097,0.71
9098,0.11
9099,0.25
9100,0.38
9101,1.22
9102,1.09
9103,2.65
9104,0.67
9105,1.64
9106,1.24
9107,1.85
9108,1.99
9109,0.08
9110,0.69
9111,0.17
9112,0.1
9113,0.14
9114,0.1
9115,0.14
9116,0.275
9117,2.4
9118,0.08
9119,0.65
9120,0.34
9121,0.68
9122,2.9
9123,0.61
9124,0.27
9125,0.27
9126,0.065
9127,1.23 30
9128,2.08
9129,2-6
9130,4-6
9131,2-6
9132,4-6
9133,4-6
9134,4-6
9135,2-6
9136,6
9137,2-6
9138,4-6
9139,4-6
9140,2-6
9141,2-6
9142,2-6
9143,2-6
9144,4-6
9145,4-6
9146,4-6
9147,4-6
9148,4-6
9149,4-6
9150,3-6
9151,4-6
9152,4-6
9153,4-6
9154,4-6
9155,4-6
9156,4-6
9157,6
9158,6
9162,1
9163,1
9164,1
9165,1
9166,1
9167,1
9168,1
9169,1
9170,1
9171,1
9172,1
9173,1
9174,1
9175,1
9176,1
9177,1
9178,1
9179,1
9180,1
9181,1
9182,1
9183,1
9184,1
9185,1
9186,0.64
9187,0.72
9188,1.18
9189,3.95
9191,0.18
9194,0.34
9195,0.175
9196,0.1
9197,0.28
9198,0.83
9199,0.22 0.1
9202,3
9203,3
9204,3
9205,3
9209,3
9210,3
9211,3
9212,3
9213,1
9214,3
9215,3
9216,3
9217,3
9218,3
9219,3
9220,3
9221,3
9222,3
9223,3
9224,3
9225,2
9226,3
9227,3
9228,3
9229,3
9230,3
9231,3
9232,3
9233,3
9234,3
9235,3
9236,3
9237,3
9238,3
9239,3
9240,3
9241,3
9242,3
9243,3
9244,3
9245,3
9246,3
9247,3
9248,3
9249,3
9250,3
9251,3
9252,3
9253,3
9254,3
9255,3
9256,3
9257,3
9258,3
9259,3
9260,3
9261,3
9262,3
9263,3
9264,3
9265,3
9266,3
9267,3
9268,3
9269,3
9270,3
9271,3
